grid_id,x_utm,y_utm,centroid_lon,centroid_lat,dist_to_nearest_road_m
kbang_00206,863500.0,1585500.0,108.36899266407178,14.317628766396783,4133.615026857993
kbang_00207,863500.0,1586500.0,108.3691274731082,14.326654801592074,3909.037634886543
kbang_00208,863500.0,1587500.0,108.36926237611111,14.335680828694908,3854.64449335286
kbang_00209,863500.0,1588500.0,108.36939737309835,14.344706847700431,4010.1802642892744
kbang_00210,863500.0,1589500.0,108.36953246408775,14.353732858603783,3920.8547541363146
kbang_00211,863500.0,1590500.0,108.36966764909721,14.362758861400113,3884.905326443791
kbang_00212,863500.0,1591500.0,108.36980292814458,14.371784856084567,4011.6348734446588
kbang_00213,863500.0,1592500.0,108.36993830124774,14.380810842652286,3705.2958768727744
kbang_00214,863500.0,1593500.0,108.37007376842459,14.389836821098417,2874.9717003096634
kbang_00215,863500.0,1594500.0,108.37020932969307,14.398862791418104,2142.549063156734
kbang_00216,863500.0,1595500.0,108.3703449850711,14.407888753606496,1705.8158922883538
kbang_00217,863500.0,1596500.0,108.37048073457662,14.416914707658743,1521.0310237901112
kbang_00218,863500.0,1597500.0,108.37061657822758,14.425940653569988,864.0953199755987
kbang_00219,863500.0,1598500.0,108.37075251604197,14.434966591335385,16.66572063201315
kbang_00220,863500.0,1599500.0,108.3708885480378,14.443992520950065,946.624193782103
kbang_00221,863500.0,1600500.0,108.37102467423301,14.4530184424092,1920.2880646232882
kbang_00222,863500.0,1601500.0,108.37116089464566,14.462044355707922,2911.1564186394166
kbang_00223,863500.0,1602500.0,108.37129720929376,14.471070260841392,2928.2174983266154
kbang_00224,863500.0,1603500.0,108.37143361819537,14.48009615780475,2215.8862849247503
kbang_00225,863500.0,1604500.0,108.37157012136853,14.489122046593158,1642.1313022862512
kbang_00226,863500.0,1605393.5172655615,108.37169216907387,14.49718682714311,1166.3645598053881
kbang_00227,863778.4508545997,1606453.5353588983,108.3744167854439,14.506717308941484,658.9053098116988
kbang_00228,863853.5747602084,1609405.0499142413,108.3755171506871,14.533347149900086,4259.40739369517
kbang_00229,863818.4679391991,1610630.301921662,108.37535995545961,14.544410734007093,3631.7928826933535
kbang_00230,863663.5182212284,1611495.2819052914,108.37404287354792,14.552238595485221,6292.736543771326
kbang_00231,863500.0,1612500.0,108.37266554270165,14.561328862020142,5524.103619778178
kbang_00232,863500.0,1613500.0,108.37280289513382,14.570354677015784,6518.6032326848745
kbang_00233,863500.0,1614500.0,108.3729403420189,14.579380483787984,7514.562888704373
kbang_00234,863562.9977449882,1615736.4700538844,108.37369428884026,14.590532168910643,8001.839298489609
kbang_00235,863719.7220088951,1616392.0734700088,108.37523711072731,14.596428483752055,8201.14275179598
kbang_00236,864996.5205293784,1568987.1169509334,108.38062399008918,14.16838682255735,7667.59214262401
