system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m
000000000000000001f6,0,998,0.4477247403237809,22,81,"{""type"":""Point"",""coordinates"":[108.33360146560652,14.320670579204643]}",108.33360146560652,14.320670579204643,838.4155926229347
00000000000000000404,0,856,0.3950772394738198,39,81,"{""type"":""Point"",""coordinates"":[108.44813347616429,14.316630633650224]}",108.44813347616429,14.316630633650224,1136.8985312733328
000000000000000003f5,0,666,0.5514470224319441,2,82,"{""type"":""Point"",""coordinates"":[108.59123494717146,14.262461474052962]}",108.59123494717146,14.262461474052962,430.25247749196035
000000000000000004e0,0,615,0.3317934534513799,3,82,"{""type"":""Point"",""coordinates"":[108.56886809628737,14.145499253421079]}",108.56886809628737,14.145499253421079,860.9989812368059
00000000000000000449,0,491,0.6412562283215276,5,82,"{""type"":""Point"",""coordinates"":[108.57210094455114,14.150350755367226]}",108.57210094455114,14.150350755367226,206.92910989595043
0000000000000000040c,0,638,0.2767036880352833,6,82,"{""type"":""Point"",""coordinates"":[108.58450170458076,14.2441345687233]}",108.58450170458076,14.2441345687233,118.07647225388416
00000000000000000184,0,633,0.327444924139047,8,82,"{""type"":""Point"",""coordinates"":[108.57857110017969,14.214490464919994]}",108.57857110017969,14.214490464919994,113.98929177476059
0000000000000000049f,0,518,0.7403779213165848,9,82,"{""type"":""Point"",""coordinates"":[108.68259746865552,14.137954454438647]}",108.68259746865552,14.137954454438647,1437.3520133679356
000000000000000001f2,0,720,0.7885732605110253,10,82,"{""type"":""Point"",""coordinates"":[108.60444280449178,14.277283525954617]}",108.60444280449178,14.277283525954617,23.71226194635391
000000000000000004fd,0,755,0.3091595224433092,10,82,"{""type"":""Point"",""coordinates"":[108.4748167368681,14.184039263826012]}",108.4748167368681,14.184039263826012,560.3772373897707
00000000000000000564,0,610,0.3680352897264003,10,82,"{""type"":""Point"",""coordinates"":[108.59312114691707,14.183227707434284]}",108.59312114691707,14.183227707434284,543.6494463713519
000000000000000005a0,0,1110,0.1558690441859398,12,82,"{""type"":""Point"",""coordinates"":[108.43439052671755,14.518480761036555]}",108.43439052671755,14.518480761036555,245.43204524719553
000000000000000003b5,0,813,0.2809158947696388,16,82,"{""type"":""Point"",""coordinates"":[108.44840548132855,14.163286607523272]}",108.44840548132855,14.163286607523272,620.9205004076334
0000000000000000042a,0,1008,0.1349889843566315,16,82,"{""type"":""Point"",""coordinates"":[108.32686376391476,14.289412280819992]}",108.32686376391476,14.289412280819992,4239.762581088626
0000000000000000046c,0,655,0.6278929272768964,21,82,"{""type"":""Point"",""coordinates"":[108.54919454243957,14.138222000501855]}",108.54919454243957,14.138222000501855,437.81484067050445
00000000000000000176,0,774,0.1480914028046805,24,82,"{""type"":""Point"",""coordinates"":[108.4117516706692,14.197782213272728]}",108.4117516706692,14.197782213272728,4077.865837624065
000000000000000003a6,0,698,0.471031470342484,24,82,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.227698322240299]}",108.48155443855985,14.227698322240299,330.19860883063836
00000000000000000532,0,819,0.1094930201069369,25,82,"{""type"":""Point"",""coordinates"":[108.34383956162523,14.459999650720613]}",108.34383956162523,14.459999650720613,3470.333226362591
00000000000000000475,0,939,0.4444024967326787,30,82,"{""type"":""Point"",""coordinates"":[108.46942568369447,14.220688615384278]}",108.46942568369447,14.220688615384278,1132.8690411739265
000000000000000002ac,0,871,0.0561973679228379,9,83,"{""type"":""Point"",""coordinates"":[108.33360146560652,14.376997943711773]}",108.33360146560652,14.376997943711773,226.04403368913543
000000000000000004fe,0,881,0.0444961753927312,10,83,"{""type"":""Point"",""coordinates"":[108.51200563965384,14.350586688172218]}",108.51200563965384,14.350586688172218,2122.672283440631
00000000000000000133,0,632,0.7451234856358074,16,83,"{""type"":""Point"",""coordinates"":[108.6065965503006,14.206138568646887]}",108.6065965503006,14.206138568646887,45.69644261675683
000000000000000003c5,0,798,0.5408264741201975,19,83,"{""type"":""Point"",""coordinates"":[108.40717217388732,14.215837113438129]}",108.40717217388732,14.215837113438129,3334.093326145026
00000000000000000556,0,893,0.536977592633041,21,83,"{""type"":""Point"",""coordinates"":[108.48047533610492,14.12070665156392]}",108.48047533610492,14.12070665156392,2828.1874147505673
00000000000000000534,0,925,0.6086406537779464,36,83,"{""type"":""Point"",""coordinates"":[108.33063616340597,14.426043596198625]}",108.33063616340597,14.426043596198625,1285.4235555683297
00000000000000000311,0,747,0.6684447091444872,3,85,"{""type"":""Point"",""coordinates"":[108.51955043863626,14.285635422227719]}",108.51955043863626,14.285635422227719,387.8489526194368
00000000000000000522,0,694,0.7346433508784673,4,85,"{""type"":""Point"",""coordinates"":[108.56051620001428,14.224193468812286]}",108.56051620001428,14.224193468812286,431.9743146684679
00000000000000000102,0,817,0.7345062405633103,5,85,"{""type"":""Point"",""coordinates"":[108.50176308453406,14.094295396024357]}",108.50176308453406,14.094295396024357,3667.4750434904527
000000000000000003d6,0,838,0.7691718927906632,5,85,"{""type"":""Point"",""coordinates"":[108.57156585242471,14.380770343202984]}",108.57156585242471,14.380770343202984,957.7797630100429
00000000000000000290,0,987,0.3441093070185779,8,85,"{""type"":""Point"",""coordinates"":[108.45379653450215,14.45002910076511]}",108.45379653450215,14.45002910076511,1463.8985819545724
000000000000000002af,0,1130,0.0527291103981646,9,85,"{""type"":""Point"",""coordinates"":[108.38641951758459,14.489376208460714]}",108.38641951758459,14.489376208460714,472.431736336015
00000000000000000392,0,842,0.5175476201847862,10,85,"{""type"":""Point"",""coordinates"":[108.59042784988078,14.386968493667277]}",108.59042784988078,14.386968493667277,2576.181252849099
000000000000000004ad,0,753,0.1852877761012445,10,85,"{""type"":""Point"",""coordinates"":[108.502842186989,14.212336719111175]}",108.502842186989,14.212336719111175,106.2316919537656
000000000000000005c4,0,639,0.3223012494266787,15,85,"{""type"":""Point"",""coordinates"":[108.5287138913011,14.1331029524925]}",108.5287138913011,14.1331029524925,937.6164344487752
00000000000000000401,0,903,0.4445018709108181,16,85,"{""type"":""Point"",""coordinates"":[108.41633562655215,14.387775590957952]}",108.41633562655215,14.387775590957952,970.970987291853
0000000000000000016b,0,808,0.341802257812287,17,85,"{""type"":""Point"",""coordinates"":[108.50526793796209,14.067349048358386]}",108.50526793796209,14.067349048358386,1812.2288331969266
00000000000000000547,0,870,0.6278624686762666,18,85,"{""type"":""Point"",""coordinates"":[108.47346562924889,14.237936418259011]}",108.47346562924889,14.237936418259011,441.32408003834126
00000000000000000420,0,742,0.4335472370344742,19,85,"{""type"":""Point"",""coordinates"":[108.45460363179284,14.25249092409746]}",108.45460363179284,14.25249092409746,82.81477451551416
00000000000000000413,0,590,0.4954146678852086,20,85,"{""type"":""Point"",""coordinates"":[108.53625869028352,14.139840654184255]}",108.53625869028352,14.139840654184255,447.3669478230249
00000000000000000397,0,1363,0.6419546558971186,25,85,"{""type"":""Point"",""coordinates"":[108.38669152274883,14.203173266446344]}",108.38669152274883,14.203173266446344,5924.52014462385
00000000000000000411,0,831,0.244931866923824,25,85,"{""type"":""Point"",""coordinates"":[108.42253377701644,14.254644669906272]}",108.42253377701644,14.254644669906272,2104.496542575333
00000000000000000189,0,887,0.0191646235183907,32,85,"{""type"":""Point"",""coordinates"":[108.45675737760163,14.134721606174898]}",108.45675737760163,14.134721606174898,2191.1134908595745
0000000000000000038b,0,923,0.5400224627805412,34,85,"{""type"":""Point"",""coordinates"":[108.47131188344008,14.141187302702395]}",108.47131188344008,14.141187302702395,999.9629461366898
00000000000000000450,0,850,0.1897996167526973,36,85,"{""type"":""Point"",""coordinates"":[108.51362429333624,14.101305102880374]}",108.51362429333624,14.101305102880374,2392.884321754277
0000000000000000029e,0,576,0.5269631704052691,39,85,"{""type"":""Point"",""coordinates"":[108.53033254498351,14.228772965594178]}",108.53033254498351,14.228772965594178,193.34324498113256
000000000000000004d5,0,1470,0.638133004031866,39,85,"{""type"":""Point"",""coordinates"":[108.36297356424558,14.379958786811263]}",108.36297356424558,14.379958786811263,3136.7959251594157
00000000000000000157,0,1457,0.5565884146212189,41,85,"{""type"":""Point"",""coordinates"":[108.31284880930377,14.309353380730998]}",108.31284880930377,14.309353380730998,2693.6725592413814
00000000000000000372,0,730,0.4850334609684293,5,86,"{""type"":""Point"",""coordinates"":[108.61118050618353,14.223386371521617]}",108.61118050618353,14.223386371521617,530.8408646866553
00000000000000000495,0,892,0.5023786420428827,6,86,"{""type"":""Point"",""coordinates"":[108.41714272384283,14.385621845149142]}",108.41714272384283,14.385621845149142,986.8695288938868
000000000000000000e8,0,936,0.2715667631627961,7,86,"{""type"":""Point"",""coordinates"":[108.42576662528019,14.326868729668934]}",108.42576662528019,14.326868729668934,3608.8898671056163
000000000000000004c5,0,1106,0.0266539921930758,9,86,"{""type"":""Point"",""coordinates"":[108.42495952798951,14.501232958161832]}",108.42495952798951,14.501232958161832,564.9995026407196
00000000000000000635,0,656,0.4330685750076534,9,86,"{""type"":""Point"",""coordinates"":[108.4847872868236,14.19347026255405]}",108.4847872868236,14.19347026255405,107.33650278043949
000000000000000004bd,0,815,0.0317221500202031,10,86,"{""type"":""Point"",""coordinates"":[108.50068844118019,14.353279985208497]}",108.50068844118019,14.353279985208497,1097.4343865668684
00000000000000000248,0,669,0.4132753039465967,11,86,"{""type"":""Point"",""coordinates"":[108.58827410407197,14.216376664665601]}",108.58827410407197,14.216376664665601,612.6389341010524
000000000000000003da,0,777,0.3797941539352157,11,86,"{""type"":""Point"",""coordinates"":[108.48909923754229,14.181073961625467]}",108.48909923754229,14.181073961625467,211.47827545979084
00000000000000000444,0,1149,0.4575164650567315,12,86,"{""type"":""Point"",""coordinates"":[108.42361287947139,14.516327015227745]}",108.42361287947139,14.516327015227745,781.9580397321539
00000000000000000643,0,671,0.7718629234478788,15,86,"{""type"":""Point"",""coordinates"":[108.49475783677912,14.049022143028724]}",108.49475783677912,14.049022143028724,956.2002820297386
00000000000000000038,0,1001,0.5447097766613128,16,86,"{""type"":""Point"",""coordinates"":[108.4893667836055,14.10669169695294]}",108.4893667836055,14.10669169695294,3405.981050605305
00000000000000000287,0,847,0.0075274081279064,21,86,"{""type"":""Point"",""coordinates"":[108.41202367583347,14.252218918933197]}",108.41202367583347,14.252218918933197,3223.3567755559875
00000000000000000200,0,985,0.6192679227694017,23,86,"{""type"":""Point"",""coordinates"":[108.35057726331699,14.457845904911801]}",108.35057726331699,14.457845904911801,2872.22843423688
000000000000000004b9,0,898,0.2346437410868568,23,86,"{""type"":""Point"",""coordinates"":[108.4748167368681,14.241441271687018]}",108.4748167368681,14.241441271687018,760.114322371086
00000000000000000296,0,865,0.101499130272203,38,86,"{""type"":""Point"",""coordinates"":[108.42603863044447,14.254377123843067]}",108.42603863044447,14.254377123843067,1821.8624619282602
0000000000000000044f,0,775,0.7964129359925403,1,87,"{""type"":""Point"",""coordinates"":[108.61172005741099,14.4839851552871]}",108.61172005741099,14.4839851552871,7329.874694045442
00000000000000000191,0,898,0.4145043506292056,6,87,"{""type"":""Point"",""coordinates"":[108.53545159299286,14.476979907532137]}",108.53545159299286,14.476979907532137,1924.7434956269528
000000000000000003f2,0,582,0.6185211453064203,7,87,"{""type"":""Point"",""coordinates"":[108.59285360085386,14.182153064080405]}",108.59285360085386,14.182153064080405,503.09325497462555
000000000000000004c9,0,901,0.0541820909407781,7,87,"{""type"":""Point"",""coordinates"":[108.51577803914505,14.35570573618157]}",108.51577803914505,14.35570573618157,1852.2543349380196
0000000000000000019a,0,1049,0.1797579201954151,8,87,"{""type"":""Point"",""coordinates"":[108.40932591969613,14.4268506934893]}",108.40932591969613,14.4268506934893,280.5078607394521
000000000000000002c8,0,684,0.4545655552583698,9,87,"{""type"":""Point"",""coordinates"":[108.48748058385989,14.143345507612262]}",108.48748058385989,14.143345507612262,541.8641153751681
0000000000000000004b,0,649,0.2007762555978427,11,87,"{""type"":""Point"",""coordinates"":[108.540303094939,14.224733020039757]}",108.540303094939,14.224733020039757,636.594682726162
000000000000000003ba,0,922,0.3998716866809013,11,87,"{""type"":""Point"",""coordinates"":[108.40636507659666,14.204519914964486]}",108.40636507659666,14.204519914964486,4025.1505112082623
00000000000000000370,0,689,0.6547685274784026,14,87,"{""type"":""Point"",""coordinates"":[108.44948458378346,14.275125321044747]}",108.44948458378346,14.275125321044747,873.0474663107104
0000000000000000020c,0,682,0.2564969679288015,15,87,"{""type"":""Point"",""coordinates"":[108.46619283543073,14.147925004394153]}",108.46619283543073,14.147925004394153,417.0002588742241
000000000000000005d3,0,975,0.6581187082486466,16,87,"{""type"":""Point"",""coordinates"":[108.445440179128,14.391280444385961]}",108.445440179128,14.391280444385961,20.851096402851233
00000000000000000250,0,919,0.3486314899852922,18,87,"{""type"":""Point"",""coordinates"":[108.48855968631483,14.1331029524925]}",108.48855968631483,14.1331029524925,1370.9646235791054
00000000000000000015,0,572,0.1879639884138132,19,87,"{""type"":""Point"",""coordinates"":[108.51901088740881,14.175143357224385]}",108.51901088740881,14.175143357224385,933.2698775947515
000000000000000004d1,0,1046,0.5005937280914576,20,87,"{""type"":""Point"",""coordinates"":[108.4052859741417,14.4023300967964]}",108.4052859741417,14.4023300967964,1096.6804601359427
0000000000000000002a,0,1074,0.6396315882622261,22,87,"{""type"":""Point"",""coordinates"":[108.47724248784118,14.120706651563916]}",108.47724248784118,14.120706651563916,3112.9570783684826
00000000000000000390,0,764,0.124873112450234,22,87,"{""type"":""Point"",""coordinates"":[108.43519762400824,14.254377123843067]}",108.43519762400824,14.254377123843067,1260.7133634276952
00000000000000000170,0,894,0.778211024101548,23,87,"{""type"":""Point"",""coordinates"":[108.41902892358843,14.18727211208976]}",108.41902892358843,14.18727211208976,3842.634177200667
000000000000000002f4,0,1167,0.4434138596827576,30,87,"{""type"":""Point"",""coordinates"":[108.32363091565102,14.288061173200797]}",108.32363091565102,14.288061173200797,4432.362838841274
00000000000000000274,0,1155,0.4492707487782525,36,87,"{""type"":""Point"",""coordinates"":[108.37159746568292,14.190776965517767]}",108.37159746568292,14.190776965517767,8008.675249563046
000000000000000005e2,0,868,0.3935485873495395,47,87,"{""type"":""Point"",""coordinates"":[108.50769368893515,14.300189928066168]}",108.50769368893515,14.300189928066168,1449.305455314759
000000000000000004fa,0,667,0.3787046434211408,0,89,"{""type"":""Point"",""coordinates"":[108.63381490313083,14.145771258585338]}",108.63381490313083,14.145771258585338,963.2047700696394
